Group1         Group2         
496            418            
468            491            
454            408            
456            436            
478            444            
497            425            
447            445            
453            444            
450            439            
443            440            
492            440            
474            432            
443            449            
326            447            
462            407            
457            428            
460            401            
460            456            
449            433            
449            424            
435            429            
445            422            
378            445            
405            449            
437            437            
424            447            
420            438            
387            424            
444            449            
415            431            
444            430            
420            412            
483            402            
445            449            
405            438            
490            392            
501            439            
402            446            
405            430            
437            451            
312            405            
402            427            
391            436            
453            469            
330            421            
336            421            
363            449            
381            435            
441            428            
448            452            
460            437            
411            484            
424            417            
430            419            
411            400            
417            442            
439            436            
467            450            
442            434            
449            418            
430            435            
427            460            
415            422            
498            440            
495            421            
465            402            
430            391            
481            418            
474            431            
418            408            
491            433            
408            422            
415            427            
483            423            
409            417            
481            362            
486            374            
448            374            
424            376            
406            369            
366            404            
426            426            
398            406            
375            392            
439            416            
444            435            
330            423            
480            414            
453            410            
477            393            
470            389            
481            394            
474            418            
437            425            
462            423            
478            414            
462            391            
431            413            
440            414            
476            429            
398            450            
475            445            
480            398            
419            442            
466            435            
433            436            
442            426            
428            423            
435            389            
440            415            
431            371            
459            354            
434            392            
427            386            
426            386            
397            404            
448            382            
477            367            
487            381            
488            441            
453            429            
446            428            
437            438            
460            441            
377            447            
477            437            
450            428            
449            450            
458            415            
429            419            
454            398            
467            402            
-              387            
-              418            
-              384            
-              415            
-              424            
-              -              
